,0,1
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,1,1
7,0,2
8,0,2
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,1,0
16,0,1
17,0,2
18,0,2
19,1,1
20,1,2
21,0,2
22,1,1
23,1,2
24,1,1
25,1,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,1,0
32,1,2
33,0,2
34,1,2
35,0,1
36,0,0
37,1,0
38,1,0
39,1,0
40,1,1
41,0,0
42,0,0
43,0,0
44,0,0
45,1,1
46,1,1
47,0,0
48,0,0
49,0,0
50,0,0
