,0,1
0,0,1
1,0,0
2,0,0
3,0,0
4,0,0
5,1,1
6,1,0
7,0,1
8,0,0
9,0,0
10,0,0
11,1,0
12,0,0
13,0,0
14,0,0
15,0,1
16,0,1
17,0,0
18,0,1
19,1,1
20,1,1
21,0,1
22,1,1
23,1,1
24,1,1
25,0,1
26,0,0
27,1,1
28,0,1
29,0,0
30,0,0
31,0,1
32,1,0
33,0,1
34,0,0
35,1,1
36,0,0
37,1,1
38,0,1
39,0,1
40,1,1
41,0,0
42,0,0
43,0,0
44,0,0
45,1,1
46,1,0
47,0,0
48,0,0
49,0,1
50,0,0
