,0,1
0,0,0
1,0,0
2,0,1
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,1
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,1
18,1,1
19,1,1
20,1,1
21,2,1
22,1,1
23,1,1
24,1,1
25,0,0
26,0,0
27,1,1
28,0,0
29,0,0
30,0,0
31,0,0
32,1,1
33,0,0
34,0,0
35,0,1
36,0,0
37,0,0
38,0,0
39,0,0
40,1,1
41,1,0
42,0,0
43,0,0
44,0,0
45,1,1
46,1,1
47,1,1
48,0,0
49,0,0
50,0,0
