,0,1
0,1,1
1,0,1
2,0,1
3,0,1
4,0,0
5,0,0
6,0,0
7,2,0
8,0,0
9,0,0
10,0,0
11,0,0
12,1,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,2,1
20,2,1
21,0,0
22,1,1
23,1,1
24,1,1
25,0,1
26,0,0
27,1,1
28,0,0
29,1,1
30,0,1
31,0,1
32,1,0
33,0,0
34,1,1
35,1,0
36,0,2
37,1,1
38,1,0
39,0,2
40,2,1
41,1,0
42,0,0
43,0,0
44,0,0
45,1,0
46,1,0
47,0,0
48,0,1
49,1,1
50,1,1
