P0,Q0,A0
P0,Q1,A0
P0,Q2,A0
P0,Q3,A0
P0,Q4,A0
P0,Q5,A0
P0,Q6,A0
P0,Q7,A0
P0,Q8,A0
P0,Q9,A0
P0,Q10,A0
P0,Q11,A0
P0,Q12,A0
P0,Q13,A0
P0,Q14,A0
P0,Q15,A0
P0,Q16,A0
P0,Q17,A0
P0,Q18,A0
P0,Q19,A1
P0,Q20,A0
P0,Q21,A2
P0,Q22,A1
P0,Q23,A2
P0,Q24,A1
P0,Q25,A0
P0,Q26,A0
P0,Q27,A1
P0,Q28,A0
P0,Q29,A0
P0,Q30,A0
P0,Q31,A0
P0,Q32,A1
P0,Q33,A2
P0,Q34,A0
P0,Q35,A0
P0,Q36,A0
P0,Q37,A1
P0,Q38,A1
P0,Q39,A0
P0,Q40,A1
P0,Q41,A0
P0,Q42,A0
P0,Q43,A0
P0,Q44,A1
P0,Q45,A0
P0,Q46,A0
P0,Q47,A0
P0,Q48,A0
P0,Q49,A0
P0,Q50,A0
P0,Q51,A0
P0,Q52,A0
P0,Q53,A0
P0,Q54,A0
P0,Q55,A0
P0,Q56,A0
P0,Q57,A0
P0,Q58,A0
P0,Q59,A0
P0,Q60,A0
P0,Q61,A0
P0,Q62,A0
P0,Q63,A0
P0,Q64,A0
P0,Q65,A0
P0,Q66,A0
P0,Q67,A0
P0,Q68,A0
P0,Q69,A0
P0,Q70,A1
P0,Q71,A0
P0,Q72,A2
P0,Q73,A1
P0,Q74,A0
P0,Q75,A1
P0,Q76,A0
P0,Q77,A0
P0,Q78,A0
P0,Q79,A0
P0,Q80,A0
P0,Q81,A1
P0,Q82,A0
P0,Q83,A1
P0,Q84,A2
P0,Q85,A0
P0,Q86,A1
P0,Q87,A0
P0,Q88,A0
P0,Q89,A0
P0,Q90,A0
P0,Q91,A1
P0,Q92,A0
P0,Q93,A0
P0,Q94,A0
P0,Q95,A0
P0,Q96,A0
P0,Q97,A0
P0,Q98,A0
P0,Q99,A0
P0,Q100,A0
P0,Q101,A0
P0,Q102,A0
P0,Q103,A0
P0,Q104,A0
P0,Q105,A0
P0,Q106,A1
P0,Q107,A1
P0,Q108,A1
P0,Q109,A0
P0,Q110,A2
P0,Q111,A0
P0,Q112,A0
P0,Q113,A1
P0,Q114,A0
P0,Q115,A0
P0,Q116,A0
P0,Q117,A0
P0,Q118,A0
P0,Q119,A2
P0,Q120,A1
P0,Q121,A1
P0,Q122,A2
P0,Q123,A2
P0,Q124,A1
P0,Q125,A2
P0,Q126,A1
P0,Q127,A0
P0,Q128,A0
P0,Q129,A1
P0,Q130,A1
P0,Q131,A1
P0,Q132,A0
P0,Q133,A0
P0,Q134,A1
P0,Q135,A1
P0,Q136,A1
P0,Q137,A1
P0,Q138,A1
P0,Q139,A0
P0,Q140,A0
P0,Q141,A0
P0,Q142,A1
P0,Q143,A0
P0,Q144,A1
P0,Q145,A0
P0,Q146,A1
P0,Q147,A1
P0,Q148,A0
P0,Q149,A0
P0,Q150,A0
P0,Q151,A0
P0,Q152,A0
P0,Q153,A1
P0,Q154,A0
P0,Q155,A0
P0,Q156,A1
P0,Q157,A0
P0,Q158,A0
P0,Q159,A0
P0,Q160,A0
P0,Q161,A0
P0,Q162,A0
P0,Q163,A0
P0,Q164,A0
P0,Q165,A1
P0,Q166,A0
P0,Q167,A0
P0,Q168,A0
P0,Q169,A0
P0,Q170,A0
P0,Q171,A0
P0,Q172,A1
P0,Q173,A1
P0,Q174,A2
P0,Q175,A1
P0,Q176,A2
P0,Q177,A1
P0,Q178,A0
P0,Q179,A0
P0,Q180,A1
P0,Q181,A1
P0,Q182,A1
P0,Q183,A0
